# Player modifiers
th_heroic_mode_player = {
	yearly_absolutism = 0.09
	global_regiment_recruit_speed = -0.022
	global_manpower_modifier = 0.45
	manpower_recovery_speed = 0.45
	land_forcelimit_modifier = 0.45
	land_maintenance_modifier = -0.09
	merc_maintenance_modifier = -0.09
	global_sailors_modifier = 0.45
	sailors_recovery_speed = 0.45
	naval_forcelimit_modifier = 0.45
	naval_maintenance_modifier = -0.09
	global_ship_recruit_speed = -0.022
	governing_capacity_modifier = 0.18
	 prestige_decay = -0.002
	legitimacy = 0.18
	republican_tradition = 0.18
	devotion = 0.18
	horde_unity = 0.18
	meritocracy = 0.18
	imperial_mandate = 0.18
	reduced_liberty_desire_on_same_continent = 9.0
	global_missionary_strength = 0.009
	missionary_maintenance_cost = -0.09
}
heroic_th_passive_ai_buff_against_dev_1000 = {
	technology_cost = -0.011
	idea_cost = -0.011
	build_cost = -0.033
	yearly_absolutism = 0.1
	global_regiment_recruit_speed = -0.025
	global_manpower_modifier = 0.5
	manpower_recovery_speed = 0.5
	land_forcelimit_modifier = 0.5
	land_maintenance_modifier = -0.1
	merc_maintenance_modifier = -0.1
	global_sailors_modifier = 0.5
	sailors_recovery_speed = 0.5
	naval_forcelimit_modifier = 0.5
	naval_maintenance_modifier = -0.1
	global_ship_recruit_speed = -0.025
	governing_capacity_modifier = 0.2
	 prestige_decay = -0.002
	legitimacy = 0.2
	republican_tradition = 0.2
	devotion = 0.2
	horde_unity = 0.2
	meritocracy = 0.2
	imperial_mandate = 0.2
	reduced_liberty_desire_on_same_continent = 10.0
	global_missionary_strength = 0.01
	missionary_maintenance_cost = -0.1
}
heroic_th_passive_ai_buff_against_dev_1100 = {
	technology_cost = -0.012
	idea_cost = -0.012
	build_cost = -0.037
	yearly_absolutism = 0.11
	global_regiment_recruit_speed = -0.027
	global_manpower_modifier = 0.55
	manpower_recovery_speed = 0.55
	land_forcelimit_modifier = 0.55
	land_maintenance_modifier = -0.11
	merc_maintenance_modifier = -0.11
	global_sailors_modifier = 0.55
	sailors_recovery_speed = 0.55
	naval_forcelimit_modifier = 0.55
	naval_maintenance_modifier = -0.11
	global_ship_recruit_speed = -0.027
	governing_capacity_modifier = 0.22
	 prestige_decay = -0.002
	legitimacy = 0.22
	republican_tradition = 0.22
	devotion = 0.22
	horde_unity = 0.22
	meritocracy = 0.22
	imperial_mandate = 0.22
	reduced_liberty_desire_on_same_continent = 11.0
	global_missionary_strength = 0.011
	missionary_maintenance_cost = -0.11
}
heroic_th_passive_ai_buff_against_dev_1200 = {
	technology_cost = -0.013
	idea_cost = -0.013
	build_cost = -0.04
	yearly_absolutism = 0.12
	global_regiment_recruit_speed = -0.03
	global_manpower_modifier = 0.6
	manpower_recovery_speed = 0.6
	land_forcelimit_modifier = 0.6
	land_maintenance_modifier = -0.12
	merc_maintenance_modifier = -0.12
	global_sailors_modifier = 0.6
	sailors_recovery_speed = 0.6
	naval_forcelimit_modifier = 0.6
	naval_maintenance_modifier = -0.12
	global_ship_recruit_speed = -0.03
	governing_capacity_modifier = 0.24
	 prestige_decay = -0.002
	legitimacy = 0.24
	republican_tradition = 0.24
	devotion = 0.24
	horde_unity = 0.24
	meritocracy = 0.24
	imperial_mandate = 0.24
	reduced_liberty_desire_on_same_continent = 12.0
	global_missionary_strength = 0.012
	missionary_maintenance_cost = -0.12
}
heroic_th_passive_ai_buff_against_dev_1300 = {
	technology_cost = -0.014
	idea_cost = -0.014
	build_cost = -0.043
	yearly_absolutism = 0.13
	global_regiment_recruit_speed = -0.032
	global_manpower_modifier = 0.65
	manpower_recovery_speed = 0.65
	land_forcelimit_modifier = 0.65
	land_maintenance_modifier = -0.13
	merc_maintenance_modifier = -0.13
	global_sailors_modifier = 0.65
	sailors_recovery_speed = 0.65
	naval_forcelimit_modifier = 0.65
	naval_maintenance_modifier = -0.13
	global_ship_recruit_speed = -0.032
	governing_capacity_modifier = 0.26
	 prestige_decay = -0.003
	legitimacy = 0.26
	republican_tradition = 0.26
	devotion = 0.26
	horde_unity = 0.26
	meritocracy = 0.26
	imperial_mandate = 0.26
	reduced_liberty_desire_on_same_continent = 13.0
	global_missionary_strength = 0.013
	missionary_maintenance_cost = -0.13
}
heroic_th_passive_ai_buff_against_dev_1400 = {
	technology_cost = -0.015
	idea_cost = -0.015
	build_cost = -0.047
	yearly_absolutism = 0.14
	global_regiment_recruit_speed = -0.035
	global_manpower_modifier = 0.7
	manpower_recovery_speed = 0.7
	land_forcelimit_modifier = 0.7
	land_maintenance_modifier = -0.14
	merc_maintenance_modifier = -0.14
	global_sailors_modifier = 0.7
	sailors_recovery_speed = 0.7
	naval_forcelimit_modifier = 0.7
	naval_maintenance_modifier = -0.14
	global_ship_recruit_speed = -0.035
	governing_capacity_modifier = 0.28
	 prestige_decay = -0.003
	legitimacy = 0.28
	republican_tradition = 0.28
	devotion = 0.28
	horde_unity = 0.28
	meritocracy = 0.28
	imperial_mandate = 0.28
	reduced_liberty_desire_on_same_continent = 14.0
	global_missionary_strength = 0.014
	missionary_maintenance_cost = -0.14
}
heroic_th_passive_ai_buff_against_dev_1500 = {
	technology_cost = -0.016
	idea_cost = -0.016
	build_cost = -0.05
	yearly_absolutism = 0.15
	global_regiment_recruit_speed = -0.037
	global_manpower_modifier = 0.75
	manpower_recovery_speed = 0.75
	land_forcelimit_modifier = 0.75
	land_maintenance_modifier = -0.15
	merc_maintenance_modifier = -0.15
	global_sailors_modifier = 0.75
	sailors_recovery_speed = 0.75
	naval_forcelimit_modifier = 0.75
	naval_maintenance_modifier = -0.15
	global_ship_recruit_speed = -0.037
	governing_capacity_modifier = 0.3
	 prestige_decay = -0.003
	legitimacy = 0.3
	republican_tradition = 0.3
	devotion = 0.3
	horde_unity = 0.3
	meritocracy = 0.3
	imperial_mandate = 0.3
	reduced_liberty_desire_on_same_continent = 15.0
	global_missionary_strength = 0.015
	missionary_maintenance_cost = -0.15
}
heroic_th_passive_ai_buff_against_dev_1600 = {
	technology_cost = -0.018
	idea_cost = -0.018
	build_cost = -0.053
	yearly_absolutism = 0.16
	global_regiment_recruit_speed = -0.04
	global_manpower_modifier = 0.8
	manpower_recovery_speed = 0.8
	land_forcelimit_modifier = 0.8
	land_maintenance_modifier = -0.16
	merc_maintenance_modifier = -0.16
	global_sailors_modifier = 0.8
	sailors_recovery_speed = 0.8
	naval_forcelimit_modifier = 0.8
	naval_maintenance_modifier = -0.16
	global_ship_recruit_speed = -0.04
	governing_capacity_modifier = 0.32
	 prestige_decay = -0.003
	legitimacy = 0.32
	republican_tradition = 0.32
	devotion = 0.32
	horde_unity = 0.32
	meritocracy = 0.32
	imperial_mandate = 0.32
	reduced_liberty_desire_on_same_continent = 16.0
	global_missionary_strength = 0.016
	missionary_maintenance_cost = -0.16
}
heroic_th_passive_ai_buff_against_dev_1700 = {
	technology_cost = -0.019
	idea_cost = -0.019
	build_cost = -0.057
	yearly_absolutism = 0.17
	global_regiment_recruit_speed = -0.042
	global_manpower_modifier = 0.85
	manpower_recovery_speed = 0.85
	land_forcelimit_modifier = 0.85
	land_maintenance_modifier = -0.17
	merc_maintenance_modifier = -0.17
	global_sailors_modifier = 0.85
	sailors_recovery_speed = 0.85
	naval_forcelimit_modifier = 0.85
	naval_maintenance_modifier = -0.17
	global_ship_recruit_speed = -0.042
	governing_capacity_modifier = 0.34
	 prestige_decay = -0.003
	legitimacy = 0.34
	republican_tradition = 0.34
	devotion = 0.34
	horde_unity = 0.34
	meritocracy = 0.34
	imperial_mandate = 0.34
	reduced_liberty_desire_on_same_continent = 17.0
	global_missionary_strength = 0.017
	missionary_maintenance_cost = -0.17
}
heroic_th_passive_ai_buff_against_dev_1800 = {
	technology_cost = -0.02
	idea_cost = -0.02
	build_cost = -0.06
	yearly_absolutism = 0.18
	global_regiment_recruit_speed = -0.045
	global_manpower_modifier = 0.9
	manpower_recovery_speed = 0.9
	land_forcelimit_modifier = 0.9
	land_maintenance_modifier = -0.18
	merc_maintenance_modifier = -0.18
	global_sailors_modifier = 0.9
	sailors_recovery_speed = 0.9
	naval_forcelimit_modifier = 0.9
	naval_maintenance_modifier = -0.18
	global_ship_recruit_speed = -0.045
	governing_capacity_modifier = 0.36
	 prestige_decay = -0.004
	legitimacy = 0.36
	republican_tradition = 0.36
	devotion = 0.36
	horde_unity = 0.36
	meritocracy = 0.36
	imperial_mandate = 0.36
	reduced_liberty_desire_on_same_continent = 18.0
	global_missionary_strength = 0.018
	missionary_maintenance_cost = -0.18
}
heroic_th_passive_ai_buff_against_dev_1900 = {
	technology_cost = -0.021
	idea_cost = -0.021
	build_cost = -0.063
	yearly_absolutism = 0.19
	global_regiment_recruit_speed = -0.047
	global_manpower_modifier = 0.95
	manpower_recovery_speed = 0.95
	land_forcelimit_modifier = 0.95
	land_maintenance_modifier = -0.19
	merc_maintenance_modifier = -0.19
	global_sailors_modifier = 0.95
	sailors_recovery_speed = 0.95
	naval_forcelimit_modifier = 0.95
	naval_maintenance_modifier = -0.19
	global_ship_recruit_speed = -0.047
	governing_capacity_modifier = 0.38
	 prestige_decay = -0.004
	legitimacy = 0.38
	republican_tradition = 0.38
	devotion = 0.38
	horde_unity = 0.38
	meritocracy = 0.38
	imperial_mandate = 0.38
	reduced_liberty_desire_on_same_continent = 19.0
	global_missionary_strength = 0.019
	missionary_maintenance_cost = -0.19
}
heroic_th_passive_ai_buff_against_dev_2000 = {
	technology_cost = -0.022
	idea_cost = -0.022
	build_cost = -0.067
	yearly_absolutism = 0.2
	global_regiment_recruit_speed = -0.05
	global_manpower_modifier = 1.0
	manpower_recovery_speed = 1.0
	land_forcelimit_modifier = 1.0
	land_maintenance_modifier = -0.2
	merc_maintenance_modifier = -0.2
	global_sailors_modifier = 1.0
	sailors_recovery_speed = 1.0
	naval_forcelimit_modifier = 1.0
	naval_maintenance_modifier = -0.2
	global_ship_recruit_speed = -0.05
	governing_capacity_modifier = 0.4
	 prestige_decay = -0.004
	legitimacy = 0.4
	republican_tradition = 0.4
	devotion = 0.4
	horde_unity = 0.4
	meritocracy = 0.4
	imperial_mandate = 0.4
	reduced_liberty_desire_on_same_continent = 20.0
	global_missionary_strength = 0.02
	missionary_maintenance_cost = -0.2
}
heroic_th_passive_ai_buff_against_dev_2100 = {
	technology_cost = -0.023
	idea_cost = -0.023
	build_cost = -0.07
	yearly_absolutism = 0.21
	global_regiment_recruit_speed = -0.052
	global_manpower_modifier = 1.05
	manpower_recovery_speed = 1.05
	land_forcelimit_modifier = 1.05
	land_maintenance_modifier = -0.21
	merc_maintenance_modifier = -0.21
	global_sailors_modifier = 1.05
	sailors_recovery_speed = 1.05
	naval_forcelimit_modifier = 1.05
	naval_maintenance_modifier = -0.21
	global_ship_recruit_speed = -0.052
	governing_capacity_modifier = 0.42
	 prestige_decay = -0.004
	legitimacy = 0.42
	republican_tradition = 0.42
	devotion = 0.42
	horde_unity = 0.42
	meritocracy = 0.42
	imperial_mandate = 0.42
	reduced_liberty_desire_on_same_continent = 21.0
	global_missionary_strength = 0.021
	missionary_maintenance_cost = -0.21
}
heroic_th_passive_ai_buff_against_dev_2200 = {
	technology_cost = -0.024
	idea_cost = -0.024
	build_cost = -0.073
	yearly_absolutism = 0.22
	global_regiment_recruit_speed = -0.055
	global_manpower_modifier = 1.1
	manpower_recovery_speed = 1.1
	land_forcelimit_modifier = 1.1
	land_maintenance_modifier = -0.22
	merc_maintenance_modifier = -0.22
	global_sailors_modifier = 1.1
	sailors_recovery_speed = 1.1
	naval_forcelimit_modifier = 1.1
	naval_maintenance_modifier = -0.22
	global_ship_recruit_speed = -0.055
	governing_capacity_modifier = 0.44
	 prestige_decay = -0.004
	legitimacy = 0.44
	republican_tradition = 0.44
	devotion = 0.44
	horde_unity = 0.44
	meritocracy = 0.44
	imperial_mandate = 0.44
	reduced_liberty_desire_on_same_continent = 22.0
	global_missionary_strength = 0.022
	missionary_maintenance_cost = -0.22
}
heroic_th_passive_ai_buff_against_dev_2300 = {
	technology_cost = -0.025
	idea_cost = -0.025
	build_cost = -0.077
	yearly_absolutism = 0.23
	global_regiment_recruit_speed = -0.057
	global_manpower_modifier = 1.15
	manpower_recovery_speed = 1.15
	land_forcelimit_modifier = 1.15
	land_maintenance_modifier = -0.23
	merc_maintenance_modifier = -0.23
	global_sailors_modifier = 1.15
	sailors_recovery_speed = 1.15
	naval_forcelimit_modifier = 1.15
	naval_maintenance_modifier = -0.23
	global_ship_recruit_speed = -0.057
	governing_capacity_modifier = 0.46
	 prestige_decay = -0.005
	legitimacy = 0.46
	republican_tradition = 0.46
	devotion = 0.46
	horde_unity = 0.46
	meritocracy = 0.46
	imperial_mandate = 0.46
	reduced_liberty_desire_on_same_continent = 23.0
	global_missionary_strength = 0.023
	missionary_maintenance_cost = -0.23
}
heroic_th_passive_ai_buff_against_dev_2400 = {
	technology_cost = -0.026
	idea_cost = -0.026
	build_cost = -0.08
	yearly_absolutism = 0.24
	global_regiment_recruit_speed = -0.06
	global_manpower_modifier = 1.2
	manpower_recovery_speed = 1.2
	land_forcelimit_modifier = 1.2
	land_maintenance_modifier = -0.24
	merc_maintenance_modifier = -0.24
	global_sailors_modifier = 1.2
	sailors_recovery_speed = 1.2
	naval_forcelimit_modifier = 1.2
	naval_maintenance_modifier = -0.24
	global_ship_recruit_speed = -0.06
	governing_capacity_modifier = 0.48
	 prestige_decay = -0.005
	legitimacy = 0.48
	republican_tradition = 0.48
	devotion = 0.48
	horde_unity = 0.48
	meritocracy = 0.48
	imperial_mandate = 0.48
	reduced_liberty_desire_on_same_continent = 24.0
	global_missionary_strength = 0.024
	missionary_maintenance_cost = -0.24
}
heroic_th_passive_ai_buff_against_dev_2500 = {
	technology_cost = -0.027
	idea_cost = -0.027
	build_cost = -0.083
	yearly_absolutism = 0.25
	global_regiment_recruit_speed = -0.062
	global_manpower_modifier = 1.25
	manpower_recovery_speed = 1.25
	land_forcelimit_modifier = 1.25
	land_maintenance_modifier = -0.25
	merc_maintenance_modifier = -0.25
	global_sailors_modifier = 1.25
	sailors_recovery_speed = 1.25
	naval_forcelimit_modifier = 1.25
	naval_maintenance_modifier = -0.25
	global_ship_recruit_speed = -0.062
	governing_capacity_modifier = 0.5
	 prestige_decay = -0.005
	legitimacy = 0.5
	republican_tradition = 0.5
	devotion = 0.5
	horde_unity = 0.5
	meritocracy = 0.5
	imperial_mandate = 0.5
	reduced_liberty_desire_on_same_continent = 25.0
	global_missionary_strength = 0.025
	missionary_maintenance_cost = -0.25
}
heroic_th_passive_ai_buff_against_dev_2600 = {
	technology_cost = -0.029
	idea_cost = -0.029
	build_cost = -0.087
	yearly_absolutism = 0.26
	global_regiment_recruit_speed = -0.065
	global_manpower_modifier = 1.3
	manpower_recovery_speed = 1.3
	land_forcelimit_modifier = 1.3
	land_maintenance_modifier = -0.26
	merc_maintenance_modifier = -0.26
	global_sailors_modifier = 1.3
	sailors_recovery_speed = 1.3
	naval_forcelimit_modifier = 1.3
	naval_maintenance_modifier = -0.26
	global_ship_recruit_speed = -0.065
	governing_capacity_modifier = 0.52
	 prestige_decay = -0.005
	legitimacy = 0.52
	republican_tradition = 0.52
	devotion = 0.52
	horde_unity = 0.52
	meritocracy = 0.52
	imperial_mandate = 0.52
	reduced_liberty_desire_on_same_continent = 26.0
	global_missionary_strength = 0.026
	missionary_maintenance_cost = -0.26
}
heroic_th_passive_ai_buff_against_dev_2700 = {
	technology_cost = -0.03
	idea_cost = -0.03
	build_cost = -0.09
	yearly_absolutism = 0.27
	global_regiment_recruit_speed = -0.067
	global_manpower_modifier = 1.35
	manpower_recovery_speed = 1.35
	land_forcelimit_modifier = 1.35
	land_maintenance_modifier = -0.27
	merc_maintenance_modifier = -0.27
	global_sailors_modifier = 1.35
	sailors_recovery_speed = 1.35
	naval_forcelimit_modifier = 1.35
	naval_maintenance_modifier = -0.27
	global_ship_recruit_speed = -0.067
	governing_capacity_modifier = 0.54
	 prestige_decay = -0.005
	legitimacy = 0.54
	republican_tradition = 0.54
	devotion = 0.54
	horde_unity = 0.54
	meritocracy = 0.54
	imperial_mandate = 0.54
	reduced_liberty_desire_on_same_continent = 27.0
	global_missionary_strength = 0.027
	missionary_maintenance_cost = -0.27
}
heroic_th_passive_ai_buff_against_dev_2800 = {
	technology_cost = -0.031
	idea_cost = -0.031
	build_cost = -0.093
	yearly_absolutism = 0.28
	global_regiment_recruit_speed = -0.07
	global_manpower_modifier = 1.4
	manpower_recovery_speed = 1.4
	land_forcelimit_modifier = 1.4
	land_maintenance_modifier = -0.28
	merc_maintenance_modifier = -0.28
	global_sailors_modifier = 1.4
	sailors_recovery_speed = 1.4
	naval_forcelimit_modifier = 1.4
	naval_maintenance_modifier = -0.28
	global_ship_recruit_speed = -0.07
	governing_capacity_modifier = 0.56
	 prestige_decay = -0.006
	legitimacy = 0.56
	republican_tradition = 0.56
	devotion = 0.56
	horde_unity = 0.56
	meritocracy = 0.56
	imperial_mandate = 0.56
	reduced_liberty_desire_on_same_continent = 28.0
	global_missionary_strength = 0.028
	missionary_maintenance_cost = -0.28
}
heroic_th_passive_ai_buff_against_dev_2900 = {
	technology_cost = -0.032
	idea_cost = -0.032
	build_cost = -0.097
	yearly_absolutism = 0.29
	global_regiment_recruit_speed = -0.072
	global_manpower_modifier = 1.45
	manpower_recovery_speed = 1.45
	land_forcelimit_modifier = 1.45
	land_maintenance_modifier = -0.29
	merc_maintenance_modifier = -0.29
	global_sailors_modifier = 1.45
	sailors_recovery_speed = 1.45
	naval_forcelimit_modifier = 1.45
	naval_maintenance_modifier = -0.29
	global_ship_recruit_speed = -0.072
	governing_capacity_modifier = 0.58
	 prestige_decay = -0.006
	legitimacy = 0.58
	republican_tradition = 0.58
	devotion = 0.58
	horde_unity = 0.58
	meritocracy = 0.58
	imperial_mandate = 0.58
	reduced_liberty_desire_on_same_continent = 29.0
	global_missionary_strength = 0.029
	missionary_maintenance_cost = -0.29
}
heroic_th_passive_ai_buff_against_dev_3000 = {
	technology_cost = -0.033
	idea_cost = -0.033
	build_cost = -0.1
	yearly_absolutism = 0.3
	global_regiment_recruit_speed = -0.075
	global_manpower_modifier = 1.5
	manpower_recovery_speed = 1.5
	land_forcelimit_modifier = 1.5
	land_maintenance_modifier = -0.3
	merc_maintenance_modifier = -0.3
	global_sailors_modifier = 1.5
	sailors_recovery_speed = 1.5
	naval_forcelimit_modifier = 1.5
	naval_maintenance_modifier = -0.3
	global_ship_recruit_speed = -0.075
	governing_capacity_modifier = 0.6
	 prestige_decay = -0.006
	legitimacy = 0.6
	republican_tradition = 0.6
	devotion = 0.6
	horde_unity = 0.6
	meritocracy = 0.6
	imperial_mandate = 0.6
	reduced_liberty_desire_on_same_continent = 30.0
	global_missionary_strength = 0.03
	missionary_maintenance_cost = -0.3
}
heroic_th_passive_ai_buff_against_dev_3100 = {
	technology_cost = -0.034
	idea_cost = -0.034
	build_cost = -0.103
	yearly_absolutism = 0.31
	global_regiment_recruit_speed = -0.077
	global_manpower_modifier = 1.55
	manpower_recovery_speed = 1.55
	land_forcelimit_modifier = 1.55
	land_maintenance_modifier = -0.31
	merc_maintenance_modifier = -0.31
	global_sailors_modifier = 1.55
	sailors_recovery_speed = 1.55
	naval_forcelimit_modifier = 1.55
	naval_maintenance_modifier = -0.31
	global_ship_recruit_speed = -0.077
	governing_capacity_modifier = 0.62
	 prestige_decay = -0.006
	legitimacy = 0.62
	republican_tradition = 0.62
	devotion = 0.62
	horde_unity = 0.62
	meritocracy = 0.62
	imperial_mandate = 0.62
	reduced_liberty_desire_on_same_continent = 31.0
	global_missionary_strength = 0.031
	missionary_maintenance_cost = -0.31
}
heroic_th_passive_ai_buff_against_dev_3200 = {
	technology_cost = -0.035
	idea_cost = -0.035
	build_cost = -0.107
	yearly_absolutism = 0.32
	global_regiment_recruit_speed = -0.08
	global_manpower_modifier = 1.6
	manpower_recovery_speed = 1.6
	land_forcelimit_modifier = 1.6
	land_maintenance_modifier = -0.32
	merc_maintenance_modifier = -0.32
	global_sailors_modifier = 1.6
	sailors_recovery_speed = 1.6
	naval_forcelimit_modifier = 1.6
	naval_maintenance_modifier = -0.32
	global_ship_recruit_speed = -0.08
	governing_capacity_modifier = 0.64
	 prestige_decay = -0.006
	legitimacy = 0.64
	republican_tradition = 0.64
	devotion = 0.64
	horde_unity = 0.64
	meritocracy = 0.64
	imperial_mandate = 0.64
	reduced_liberty_desire_on_same_continent = 32.0
	global_missionary_strength = 0.032
	missionary_maintenance_cost = -0.32
}
heroic_th_passive_ai_buff_against_dev_3300 = {
	technology_cost = -0.036
	idea_cost = -0.036
	build_cost = -0.11
	yearly_absolutism = 0.33
	global_regiment_recruit_speed = -0.082
	global_manpower_modifier = 1.65
	manpower_recovery_speed = 1.65
	land_forcelimit_modifier = 1.65
	land_maintenance_modifier = -0.33
	merc_maintenance_modifier = -0.33
	global_sailors_modifier = 1.65
	sailors_recovery_speed = 1.65
	naval_forcelimit_modifier = 1.65
	naval_maintenance_modifier = -0.33
	global_ship_recruit_speed = -0.082
	governing_capacity_modifier = 0.66
	 prestige_decay = -0.007
	legitimacy = 0.66
	republican_tradition = 0.66
	devotion = 0.66
	horde_unity = 0.66
	meritocracy = 0.66
	imperial_mandate = 0.66
	reduced_liberty_desire_on_same_continent = 33.0
	global_missionary_strength = 0.033
	missionary_maintenance_cost = -0.33
}
heroic_th_passive_ai_buff_against_dev_3400 = {
	technology_cost = -0.037
	idea_cost = -0.037
	build_cost = -0.113
	yearly_absolutism = 0.34
	global_regiment_recruit_speed = -0.085
	global_manpower_modifier = 1.7
	manpower_recovery_speed = 1.7
	land_forcelimit_modifier = 1.7
	land_maintenance_modifier = -0.34
	merc_maintenance_modifier = -0.34
	global_sailors_modifier = 1.7
	sailors_recovery_speed = 1.7
	naval_forcelimit_modifier = 1.7
	naval_maintenance_modifier = -0.34
	global_ship_recruit_speed = -0.085
	governing_capacity_modifier = 0.68
	 prestige_decay = -0.007
	legitimacy = 0.68
	republican_tradition = 0.68
	devotion = 0.68
	horde_unity = 0.68
	meritocracy = 0.68
	imperial_mandate = 0.68
	reduced_liberty_desire_on_same_continent = 34.0
	global_missionary_strength = 0.034
	missionary_maintenance_cost = -0.34
}
heroic_th_passive_ai_buff_against_dev_3500 = {
	technology_cost = -0.038
	idea_cost = -0.038
	build_cost = -0.117
	yearly_absolutism = 0.35
	global_regiment_recruit_speed = -0.087
	global_manpower_modifier = 1.75
	manpower_recovery_speed = 1.75
	land_forcelimit_modifier = 1.75
	land_maintenance_modifier = -0.35
	merc_maintenance_modifier = -0.35
	global_sailors_modifier = 1.75
	sailors_recovery_speed = 1.75
	naval_forcelimit_modifier = 1.75
	naval_maintenance_modifier = -0.35
	global_ship_recruit_speed = -0.087
	governing_capacity_modifier = 0.7
	 prestige_decay = -0.007
	legitimacy = 0.7
	republican_tradition = 0.7
	devotion = 0.7
	horde_unity = 0.7
	meritocracy = 0.7
	imperial_mandate = 0.7
	reduced_liberty_desire_on_same_continent = 35.0
	global_missionary_strength = 0.035
	missionary_maintenance_cost = -0.35
}
heroic_th_passive_ai_buff_against_dev_3600 = {
	technology_cost = -0.04
	idea_cost = -0.04
	build_cost = -0.12
	yearly_absolutism = 0.36
	global_regiment_recruit_speed = -0.09
	global_manpower_modifier = 1.8
	manpower_recovery_speed = 1.8
	land_forcelimit_modifier = 1.8
	land_maintenance_modifier = -0.36
	merc_maintenance_modifier = -0.36
	global_sailors_modifier = 1.8
	sailors_recovery_speed = 1.8
	naval_forcelimit_modifier = 1.8
	naval_maintenance_modifier = -0.36
	global_ship_recruit_speed = -0.09
	governing_capacity_modifier = 0.72
	 prestige_decay = -0.007
	legitimacy = 0.72
	republican_tradition = 0.72
	devotion = 0.72
	horde_unity = 0.72
	meritocracy = 0.72
	imperial_mandate = 0.72
	reduced_liberty_desire_on_same_continent = 36.0
	global_missionary_strength = 0.036
	missionary_maintenance_cost = -0.36
}
heroic_th_passive_ai_buff_against_dev_3700 = {
	technology_cost = -0.041
	idea_cost = -0.041
	build_cost = -0.123
	yearly_absolutism = 0.37
	global_regiment_recruit_speed = -0.092
	global_manpower_modifier = 1.85
	manpower_recovery_speed = 1.85
	land_forcelimit_modifier = 1.85
	land_maintenance_modifier = -0.37
	merc_maintenance_modifier = -0.37
	global_sailors_modifier = 1.85
	sailors_recovery_speed = 1.85
	naval_forcelimit_modifier = 1.85
	naval_maintenance_modifier = -0.37
	global_ship_recruit_speed = -0.092
	governing_capacity_modifier = 0.74
	 prestige_decay = -0.007
	legitimacy = 0.74
	republican_tradition = 0.74
	devotion = 0.74
	horde_unity = 0.74
	meritocracy = 0.74
	imperial_mandate = 0.74
	reduced_liberty_desire_on_same_continent = 37.0
	global_missionary_strength = 0.037
	missionary_maintenance_cost = -0.37
}
heroic_th_passive_ai_buff_against_dev_3800 = {
	technology_cost = -0.042
	idea_cost = -0.042
	build_cost = -0.127
	yearly_absolutism = 0.38
	global_regiment_recruit_speed = -0.095
	global_manpower_modifier = 1.9
	manpower_recovery_speed = 1.9
	land_forcelimit_modifier = 1.9
	land_maintenance_modifier = -0.38
	merc_maintenance_modifier = -0.38
	global_sailors_modifier = 1.9
	sailors_recovery_speed = 1.9
	naval_forcelimit_modifier = 1.9
	naval_maintenance_modifier = -0.38
	global_ship_recruit_speed = -0.095
	governing_capacity_modifier = 0.76
	 prestige_decay = -0.008
	legitimacy = 0.76
	republican_tradition = 0.76
	devotion = 0.76
	horde_unity = 0.76
	meritocracy = 0.76
	imperial_mandate = 0.76
	reduced_liberty_desire_on_same_continent = 38.0
	global_missionary_strength = 0.038
	missionary_maintenance_cost = -0.38
}
heroic_th_passive_ai_buff_against_dev_3900 = {
	technology_cost = -0.043
	idea_cost = -0.043
	build_cost = -0.13
	yearly_absolutism = 0.39
	global_regiment_recruit_speed = -0.097
	global_manpower_modifier = 1.95
	manpower_recovery_speed = 1.95
	land_forcelimit_modifier = 1.95
	land_maintenance_modifier = -0.39
	merc_maintenance_modifier = -0.39
	global_sailors_modifier = 1.95
	sailors_recovery_speed = 1.95
	naval_forcelimit_modifier = 1.95
	naval_maintenance_modifier = -0.39
	global_ship_recruit_speed = -0.097
	governing_capacity_modifier = 0.78
	 prestige_decay = -0.008
	legitimacy = 0.78
	republican_tradition = 0.78
	devotion = 0.78
	horde_unity = 0.78
	meritocracy = 0.78
	imperial_mandate = 0.78
	reduced_liberty_desire_on_same_continent = 39.0
	global_missionary_strength = 0.039
	missionary_maintenance_cost = -0.39
}
heroic_th_passive_ai_buff_against_dev_4000 = {
	technology_cost = -0.044
	idea_cost = -0.044
	build_cost = -0.133
	yearly_absolutism = 0.4
	global_regiment_recruit_speed = -0.1
	global_manpower_modifier = 2.0
	manpower_recovery_speed = 2.0
	land_forcelimit_modifier = 2.0
	land_maintenance_modifier = -0.4
	merc_maintenance_modifier = -0.4
	global_sailors_modifier = 2.0
	sailors_recovery_speed = 2.0
	naval_forcelimit_modifier = 2.0
	naval_maintenance_modifier = -0.4
	global_ship_recruit_speed = -0.1
	governing_capacity_modifier = 0.8
	 prestige_decay = -0.008
	legitimacy = 0.8
	republican_tradition = 0.8
	devotion = 0.8
	horde_unity = 0.8
	meritocracy = 0.8
	imperial_mandate = 0.8
	reduced_liberty_desire_on_same_continent = 40.0
	global_missionary_strength = 0.04
	missionary_maintenance_cost = -0.4
}
heroic_th_passive_ai_buff_against_dev_4100 = {
	technology_cost = -0.045
	idea_cost = -0.045
	build_cost = -0.137
	yearly_absolutism = 0.41
	global_regiment_recruit_speed = -0.102
	global_manpower_modifier = 2.05
	manpower_recovery_speed = 2.05
	land_forcelimit_modifier = 2.05
	land_maintenance_modifier = -0.41
	merc_maintenance_modifier = -0.41
	global_sailors_modifier = 2.05
	sailors_recovery_speed = 2.05
